28.05.2026 18:48:41,86,KAYBETTİ
28.05.2026 18:55:15,22,KAZANDI
28.05.2026 18:56:18,54,KAZANDI
28.05.2026 19:25:32,28,KAZANDI
28.05.2026 19:34:17,88,KAYBETTİ
28.05.2026 19:38:15,62,KAZANDI
28.05.2026 19:38:43,62,KAZANDI
29.05.2026 13:00:41,125,KAZANDI
29.05.2026 13:01:05,4,KAZANDI
29.05.2026 13:02:10,54,KAYBETTİ
